Station Name,Current Output (MW),Region,Most Recent Output Time (AEST),Current % of Max Cap,Current % of Reg Cap,Max Cap (MW),Reg Cap (MW),Max ROC/Min,Unit Size (MW),Physical Unit No.,Participant,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Aggregation,DUID,Lat,Lon
Butlers Gorge Power Station,8.599998,TAS1,2022-08-30T04:05:00+0000,57.33,59.72,15,14.4,,14.4,1,Hydro-Electric Corporation,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,BUTLERSG,-42.26689751,146.2617581
Capital Wind Farm,123.991997,NSW1,2022-08-30T04:05:00+0000,88.57,88.57,140,140,,2,Jan-67,Iberdrola Australia Holdings Pty Limited,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,CAPTL_WF,-35.166308,149.518477
Cathedral Rocks,0,SA1,2022-08-30T04:05:00+0000,0,0,66,66,14,2,Jan-33,Cathedral Rocks Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,CATHROCK,-34.850861,135.585172
Challicum Hills Wind Farm,39.299999,VIC1,2022-08-30T04:05:00+0000,75.58,74.86,52,52.5,0,1.5,Jan-35,Pacific Hydro Challicum Hills Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,CHALLHWF,-37.38978902,143.1139711
Clover Power Station,13.41,VIC1,2022-08-30T04:05:00+0000,46.24,46.24,29,29,0,14.5,1-Feb,AGL Hydro Partnership,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,CLOVER,-36.785281,147.220466
Cluny Power Station,12.239414,TAS1,2022-08-30T04:05:00+0000,55.63,64.42,22,19,,19,1,Hydro-Electric Corporation,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,CLUNY,-42.50642303,146.6811623
Canunda Wind Farm,0,SA1,2022-08-30T04:05:00+0000,0,0,46,46,10,2,Jan-23,Canunda Power Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,CNUNDAWF,-37.76025336,140.4033113
Cullerin Range Wind Farm,28.42,NSW1,2022-08-30T04:05:00+0000,94.73,94.73,30,30,,2,Jan-15,Cullerin Range Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,CULLRGWF,-34.80498162,149.4001296
Eraring Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,56,41.5,0,41.5,1,Origin Energy Electricity Limited,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),N,ERGT01,-33.06174875,151.5223301
Broken Hill Gas Turbines,0,NSW1,2022-08-30T04:05:00+0000,0,0,50,50,0,25,1-Feb,NSW Electricity Networks Operations Pty Ltd as a Trustee for the NSW Electricity Networks Operations Trust,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),N,GB01,-31.986296,141.420334
Lake Bonney Wind Farm Stage 1,0,SA1,2022-08-30T04:05:00+0000,0,0,81,80.5,17,1.75,Jan-46,Lake Bonney Wind Power Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,LKBONNY1,-37.78154577,140.4057917
Mortons Lane Wind Farm,16.860001,VIC1,2022-08-30T04:05:00+0000,84.3,86.46,20,19.5,0,1.5,Jan-13,Mortons Lane Windfarm Pty Limited,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,MLWF1,-37.835,142.45
Mt Millar Wind Farm,0.4,SA1,2022-08-30T04:05:00+0000,0.57,0.57,70,70,14,2,Jan-35,Mt Millar Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,MTMILLAR,-33.62550972,136.7038958
Paloona Power Station,28.82,TAS1,2022-08-30T04:05:00+0000,87.33,102.93,33,28,,28,1,Hydro-Electric Corporation,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,PALOONA,-41.28261605,146.2489641
Repulse Power Station,19.900816,TAS1,2022-08-30T04:05:00+0000,58.53,71.07,34,28,,34,1,Hydro-Electric Corporation,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,REPULSE,-42.507695,146.64696
Rowallan Power Station,8.9815,TAS1,2022-08-30T04:05:00+0000,81.65,85.54,11,10.5,,10.5,1,Hydro-Electric Corporation,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,ROWALLAN,-41.72952308,146.2175929
Rocky Point Cogeneration Plant,-0.1,QLD1,2022-08-30T04:05:00+0000,-0.33,-0.33,30,30,0,30,1,W.H. Heck & Sons Proprietary Limited,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,N,RPCG,-27.73368,153.32694
Rubicon Mountain Streams Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,13.2,13.2,0,"2.7, 0.3, 4.7, 0.8","LRPS1, RFPS1, RPS1-2, RYPS1",AGL Hydro Partnership,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,RUBICON,-37.32722,145.86052
Starfish Hill Wind Farm,1.00E-02,SA1,2022-08-30T04:05:00+0000,0.03,0.03,35,34.5,7,1.5,Jan-23,Starfish Hill Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,STARHLWF,-35.567765,138.143238
Waubra Wind Farm,168.311996,VIC1,2022-08-30T04:05:00+0000,87.66,87.66,192,192,,1.5,1-128,Pyrenees Wind Energy Developments Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,WAUBRAWF,-37.35746218,143.6037302
Woolnorth Studland Bay / Bluff Point Wind Farm,55.66,TAS1,2022-08-30T04:05:00+0000,39.76,39.76,140,140,-,"1.75, 3","WBP 1-37, WSB 1-25",Hydro-Electric Corporation,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,WOOLNTH1,-40.778754,144.736204
Wattle Point Wind Farm,21.47,SA1,2022-08-30T04:05:00+0000,23.59,23.66,91,90.75,19,1.65,Jan-55,AGL SA Generation Pty Limited,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,WPWF,-35.11035045,137.7057778
Yambuk Wind Farm,28.799999,VIC1,2022-08-30T04:05:00+0000,96,96,30,30,,1.5,Jan-20,Energy Pacific (Vic) Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,YAMBUKWF,-38.30793848,142.0151309
Hallett Power Station,8.12556,SA1,2022-08-30T04:05:00+0000,3.19,3.74,255,217,"44, -, -, -, -, -, -, -, -, -, -, -","14, 37, 15.5, 22.5, 25, 23.4, 15, 15.3, 15.5, 15.7, 15.1, 14.6","GT 1-2,GT 1-4, GT 1-3, GT 2-1, GT 2-2, GT 2-3, GT 2-4, GT 3-1, GT 3-2, GT 3-3, GT 3-4, GT 4-1, GT 4-2",EnergyAustralia Yallourn Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas / Diesel,Combustion,Open Cycle Gas turbines (OCGT),Y,AGLHAL,-33.348652,138.751659
Somerton Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,170,170,30,42.5,1-Apr,AGL Hydro Partnership,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,AGLSOM,-37.631822,144.953077
Barcaldine Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,37,37,3,37,1,Ergon Energy Queensland Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,BARCALDN,-23.552452,145.314186
Barron Gorge Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,33,30,4,30,1,CleanCo Queensland Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,Y,BARRON-1,-16.850199,145.646495
Barron Gorge Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,33,30,4,30,2,CleanCo Queensland Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,Y,BARRON-2,-16.850199,145.646495
Bastyan Power Station,80.74001,TAS1,2022-08-30T04:05:00+0000,91.75,101.05,88,79.9,40,79.9,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,BASTYAN,-41.735983,145.532112
Bell Bay Three Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,49,35,10,35,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,BBTHREE1,-41.141944,146.9025
Bell Bay Three Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,49,35,10,35,2,Hydro-Electric Corporation,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,BBTHREE2,-41.141944,146.9025
Bell Bay Three Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,49,35,10,35,3,Hydro-Electric Corporation,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,BBTHREE3,-41.141944,146.9025
Bairnsdale Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,47,47,4,47,1,AETV Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,BDL01,-37.8428595,147.5639295
Bairnsdale Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,47,47,4,47,2,AETV Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,BDL02,-37.8428595,147.5639295
Blowering Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,80,80,10,70,1,Snowy Hydro Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,BLOWERNG,-35.398601,148.246272
The Bluff Wind Farm,25.5,SA1,2022-08-30T04:05:00+0000,48.11,48.57,53,52.5,30,2.1,Jan-25,AGL SA Generation Pty Limited,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,BLUFF1,-33.369331,138.982476
Braemar Power Station,175.20001,QLD1,2022-08-30T04:05:00+0000,93.19,104.29,188,168,43,168,1,Braemar Power Project Pty Ltd,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Y,BRAEMAR1,-27.11093403,150.9053369
Braemar Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,188,168,43,168,2,Braemar Power Project Pty Ltd,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Y,BRAEMAR2,-27.11093403,150.9053369
Braemar Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,188,168,43,168,3,Braemar Power Project Pty Ltd,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Y,BRAEMAR3,-27.11093403,150.9053369
Braemar 2 Power Station,0.13092,QLD1,2022-08-30T04:05:00+0000,0.08,0.08,173,173,35,173,5,Arrow Southern Generation Pty Ltd And Arrow Braemar 2 Pty Ltd,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Y,BRAEMAR5,-27.11281127,150.9048783
Braemar 2 Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,173,173,35,173,6,Arrow Southern Generation Pty Ltd And Arrow Braemar 2 Pty Ltd,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Y,BRAEMAR6,-27.11281127,150.9048783
Braemar 2 Power Station,0.15107,QLD1,2022-08-30T04:05:00+0000,0.09,0.09,173,173,35,173,7,Arrow Southern Generation Pty Ltd And Arrow Braemar 2 Pty Ltd,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Y,BRAEMAR7,-27.11281127,150.9048783
Bayswater Power Station,330.25,NSW1,2022-08-30T04:05:00+0000,47.18,50.04,700,660,140,660,1,AGL Macquarie Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,BW01,-32.39527,150.94913
Bayswater Power Station,619.02502,NSW1,2022-08-30T04:05:00+0000,88.43,93.79,700,660,140,660,2,AGL Macquarie Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,BW02,-32.39527,150.94913
Bayswater Power Station,348,NSW1,2022-08-30T04:05:00+0000,49.71,52.73,700,660,140,660,3,AGL Macquarie Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,BW03,-32.39527,150.94913
Bayswater Power Station,425.7749,NSW1,2022-08-30T04:05:00+0000,60.82,64.51,700,660,140,660,4,AGL Macquarie Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,BW04,-32.39527,150.94913
Callide Power Station,219.8,QLD1,2022-08-30T04:05:00+0000,57.09,62.8,385,350,77,350,1,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,CALL_B_1,-24.334025,150.627973
Callide Power Station,219.60001,QLD1,2022-08-30T04:05:00+0000,57.04,62.74,385,350,77,350,2,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,CALL_B_2,-24.334025,150.627973
Cethana Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,100,85,40,85,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,CETHANA,-41.478738,146.134909
Colongra Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,181,181,34,181,1,Snowy Hydro Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,CG1,-33.209869,151.544785
Colongra Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,181,181,34,181,2,Snowy Hydro Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,CG2,-33.209869,151.544785
Colongra Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,181,181,34,181,3,Snowy Hydro Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,CG3,-33.209869,151.544785
Colongra Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,181,181,34,181,4,Snowy Hydro Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,CG4,-33.209869,151.544785
Clements Gap Wind Farm,6.55518,SA1,2022-08-30T04:05:00+0000,11.5,11.5,57,57,30,2,Jan-27,Pacific Hydro Clements Gap Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,CLEMGPWF,-33.50856771,138.1191752
Callide C Nett Off,380.05002,QLD1,2022-08-30T04:05:00+0000,81.56,81.56,466,466,84,420,3,Callide Power Trading Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,Y,CPP_3,-24.344946,150.618181
Callide C Nett Off,0,QLD1,2022-08-30T04:05:00+0000,0,0,420,420,84,420,4,Callide Power Trading Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,Y,CPP_4,-24.344946,150.618181
Condamine Power Station A,0,QLD1,2022-08-30T04:05:00+0000,0,0,144,143,"29, -","43, 57","1-2, 3",QGC Sales Qld Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,CPSA,-26.66822221,150.2700145
Dartmouth Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,185,185,60,150,1,AGL Hydro Partnership,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,DARTM1,-36.556429,147.52058
Darling Downs Power Station,170.07866,QLD1,2022-08-30T04:05:00+0000,25.73,26.45,661,643,10,"280, 121","0, 1-3",Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,DDPS1,-27.11686167,150.8941575
Devils Gate Power Station,56.6277,TAS1,2022-08-30T04:05:00+0000,84.52,94.38,67,60,40,67,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,DEVILS_G,-41.350467,146.263167
Dry Creek Gas Turbine Station,0,SA1,2022-08-30T04:05:00+0000,0,0,57,52,12,52,1,Synergen Power Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,DRYCGT1,-34.847463,138.581758
Dry Creek Gas Turbine Station,0,SA1,2022-08-30T04:05:00+0000,0,0,57,52,12,52,2,Synergen Power Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,DRYCGT2,-34.847463,138.581758
Dry Creek Gas Turbine Station,0,SA1,2022-08-30T04:05:00+0000,0,0,57,52,12,52,3,Synergen Power Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,DRYCGT3,-34.847463,138.581758
Eildon Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,60,60,"20, -","60, 7.5","1, 1b",AGL Hydro Partnership,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,EILDON1,-37.22200534,145.9214524
Eildon Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,60,60,"20, -","60, 7.5","2, 2b",AGL Hydro Partnership,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,EILDON2,-37.22200534,145.9214524
Eraring Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,750,720,20,720,1,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,ER01,-33.06174875,151.5223301
Eraring Power Station,243.97498,NSW1,2022-08-30T04:05:00+0000,32.53,33.89,750,720,20,720,2,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,ER02,-33.06174875,151.5223301
Eraring Power Station,243.79993,NSW1,2022-08-30T04:05:00+0000,32.51,33.86,750,720,20,720,3,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,ER03,-33.06174875,151.5223301
Eraring Power Station,243.625,NSW1,2022-08-30T04:05:00+0000,32.48,33.84,750,720,20,720,4,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,ER04,-33.06174875,151.5223301
Fisher Power Station,30.81,TAS1,2022-08-30T04:05:00+0000,66.98,71.32,46,43.2,30,43.2,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,FISHER,-41.67319259,146.268684
Gordon Power Station,21.92538,TAS1,2022-08-30T04:05:00+0000,4.87,5.08,450,432,180,144,1-Mar,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,GORDON,-42.74051814,145.9828322
Gladstone Power Station,124.6,QLD1,2022-08-30T04:05:00+0000,43.72,44.5,285,280,57,280,1,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,GSTONE1,-23.850753,151.218653
Gladstone Power Station,137.55,QLD1,2022-08-30T04:05:00+0000,48.26,49.13,285,280,57,280,2,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,GSTONE2,-23.850753,151.218653
Gladstone Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,285,280,57,280,3,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,GSTONE3,-23.850753,151.218653
Gladstone Power Station,137.72499,QLD1,2022-08-30T04:05:00+0000,48.32,49.19,285,280,57,280,4,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,GSTONE4,-23.850753,151.218653
Gladstone Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,285,280,57,280,5,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,GSTONE5,-23.850753,151.218653
Gladstone Power Station,138.425,QLD1,2022-08-30T04:05:00+0000,48.57,49.44,285,280,57,280,6,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,GSTONE6,-23.850753,151.218653
Gullen Range Wind Farm,158.36703,NSW1,2022-08-30T04:05:00+0000,59.09,57.48,268,275.5,"55, -","1.461, 2.435","1-17, 18-73",New Gullen Range Wind Farm Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,GULLRWF1,-34.614456,149.459531
Gunning Wind Farm,40.01419,NSW1,2022-08-30T04:05:00+0000,85.14,86.05,47,46.5,47,1.5,Jan-31,Gunning Wind Energy Developments Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,GUNNING1,-34.69773447,149.3861257
Guthega Power Station,31.7,NSW1,2022-08-30T04:05:00+0000,39.62,52.83,80,60,20,30,1-Feb,Snowy Hydro Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,GUTHEGA,-36.350098,148.413528
Hallett 1 Wind Farm,49.29,SA1,2022-08-30T04:05:00+0000,51.88,52.16,95,94.5,30,2.1,Jan-45,AGL SA Generation Pty Limited,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,HALLWF1,-33.348652,138.751659
Hallett 2 Wind Farm,1.94,SA1,2022-08-30T04:05:00+0000,2.73,2.72,71,71.4,30,2.1,Jan-34,AGL SA Generation Pty Limited,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,HALLWF2,-33.348652,138.751659
Hume (NSW) Hydro Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,70,29,10,29,1-Feb,GSP Energy Pty Ltd,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,HUMENSW,-36.10674,147.03248
Hume (Vic) Hydro Power Station,55.9,VIC1,2022-08-30T04:05:00+0000,79.86,192.76,70,29,10,29,1-Feb,GSP Energy Pty Ltd,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,HUMEV,-36.10674,147.03248
John Butters Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,144,144,40,144,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,JBUTTERS,-42.15483458,145.5344768
"Jeeralang ""A"" Power Station",0,VIC1,2022-08-30T04:05:00+0000,0,0,65,51,23,51,1,EnergyAustralia Ecogen Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,JLA01,-38.275325,146.426296
"Jeeralang ""A"" Power Station",0.2,VIC1,2022-08-30T04:05:00+0000,0.31,0.39,65,51,23,51,2,EnergyAustralia Ecogen Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,JLA02,-38.275325,146.426296
"Jeeralang ""A"" Power Station",0,VIC1,2022-08-30T04:05:00+0000,0,0,65,51,23,51,3,EnergyAustralia Ecogen Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,JLA03,-38.275325,146.426296
"Jeeralang ""A"" Power Station",0,VIC1,2022-08-30T04:05:00+0000,0,0,65,51,23,51,4,EnergyAustralia Ecogen Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,JLA04,-38.275325,146.426296
"Jeeralang ""B"" Power Station",0,VIC1,2022-08-30T04:05:00+0000,0,0,100,76,20,76,1,EnergyAustralia Ecogen Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,JLB01,-38.274626,146.424923
"Jeeralang ""B"" Power Station",0,VIC1,2022-08-30T04:05:00+0000,0,0,100,76,20,76,2,EnergyAustralia Ecogen Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,JLB02,-38.274626,146.424923
"Jeeralang ""B"" Power Station",0.2,VIC1,2022-08-30T04:05:00+0000,0.2,0.26,100,76,20,76,3,EnergyAustralia Ecogen Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,JLB03,-38.274626,146.424923
Kareeya Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,22,21,5,21,1,CleanCo Queensland Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,Y,KAREEYA1,-17.767002,145.577865
Kareeya Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,22,21,5,21,2,CleanCo Queensland Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,Y,KAREEYA2,-17.767002,145.577865
Kareeya Power Station,4.9025,QLD1,2022-08-30T04:05:00+0000,22.28,23.35,22,21,5,21,3,CleanCo Queensland Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,Y,KAREEYA3,-17.767002,145.577865
Kareeya Power Station,-0.285,QLD1,2022-08-30T04:05:00+0000,-1.3,-1.36,22,21,5,21,4,CleanCo Queensland Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,Y,KAREEYA4,-17.767002,145.577865
Kogan Creek Power Station,712.55414,QLD1,2022-08-30T04:05:00+0000,91.24,95.77,781,744,157,744,1,CS Energy Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,Y,KPP_1,-26.91768333,150.7492833
Ladbroke Grove Power Station,1.00E-02,SA1,2022-08-30T04:05:00+0000,0.02,0.02,50,40,10,40,1,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,LADBROK1,-37.456673,140.782692
Ladbroke Grove Power Station,2.00E-02,SA1,2022-08-30T04:05:00+0000,0.04,0.05,50,40,10,40,2,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,LADBROK2,-37.456673,140.782692
Liddell Power Station,250.29373,NSW1,2022-08-30T04:05:00+0000,45.51,50.06,550,500,110,500,1,AGL Macquarie Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,LD01,-32.371267,150.97757
Liddell Power Station,317.92502,NSW1,2022-08-30T04:05:00+0000,57.8,63.59,550,500,110,500,2,AGL Macquarie Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,LD02,-32.371267,150.97757
Liddell Power Station,261.20627,NSW1,2022-08-30T04:05:00+0000,47.49,52.24,550,500,110,500,4,AGL Macquarie Pty Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,LD04,-32.371267,150.97757
